TransactionID,CustomerID,Products,Timestamp
16905,C803,"Flatbread with Meat, Yogurt, Soda, Egg, Strawberry, Shampoo, Potato, Chocolate, Dish Sponge",2025-01-23
16906,C567,"Beans, Fish, Sausage, Dumpling",2025-03-13
16907,C634,"Onion, Ice Cream, Dish Sponge, Orange, Fish, Sausage, Detergent",2025-03-06
16908,C227,"Chicken, Juice, Orange, Pizza, Tomato, Chickpeas",2025-03-17
16909,C176,"Dumpling, Juice, Honey, Ice Cream",2025-01-30
16910,C718,"Cucumber, Strawberry, Ice Cream, Beans, Orange, Flatbread with Meat, Lentil, Bread, Juice, Dish Sponge",2025-02-23
16911,C542,"Cracker, Lentil, Chickpeas, Dish Sponge, Sausage, Minced Meat, Rice, Beans, Cereal, Cucumber",2025-03-12
16912,C760,"Milk, Soap, Cheese, Rice, Flatbread with Meat, Water, Orange, Juice, Shampoo, Dumpling",2025-01-19
16913,C783,"Tomato, Cheese, Yogurt, Egg, Pizza, Strawberry, Ice Cream, Bread",2025-03-13
16914,C852,"Chicken, Apple, Onion, Pizza, Sausage, Juice, Strawberry, Chickpeas",2025-03-22
16915,C27,"Chicken, Onion, Cereal, Sausage, Beans",2025-01-16
16916,C74,"Flatbread with Meat, Detergent, Banana, Yogurt, Soap, Chocolate",2025-04-23
16917,C812,"Detergent, Dumpling, Minced Meat, Cheese, Dish Sponge",2025-02-24
16918,C986,"Soap, Cola, Onion, Chicken, Dumpling",2025-02-10
16919,C682,"Milk, Honey, Cookie, Cereal",2025-03-08
16920,C905,"Flatbread with Meat, Cereal, Rice, Banana, Dish Sponge, Chocolate",2025-01-31
16921,C59,"Yogurt, Chocolate, Milk, Juice, Butter, Onion",2025-02-02
16922,C735,"Milk, Minced Meat, Yogurt, Cucumber, Detergent, Cracker, Ice Cream, Shampoo, Dumpling, Soap",2025-01-01
16923,C433,"Honey, Egg, Yogurt, Dumpling, Chips",2025-03-27
16924,C435,"Bread, Chips, Cracker, Ice Cream",2025-03-24
16925,C779,"Chicken, Onion, Fish, Bread, Pizza, Chocolate",2025-02-06
16926,C419,"Chocolate, Minced Meat, Fish, Soda, Chicken, Cheese, Shampoo, Apple, Water",2025-03-31
16927,C988,"Chocolate, Banana, Soda, Water, Cola",2025-01-02
16928,C771,"Honey, Butter, Beans, Bread, Water, Cereal, Cucumber, Chips, Soda",2025-04-24
16929,C329,"Ice Cream, Flatbread with Meat, Butter, Orange, Pizza",2025-01-09
16930,C299,"Dumpling, Rice, Apple, Cookie, Strawberry, Chickpeas, Butter, Fish, Yogurt, Dish Sponge",2025-02-24
16931,C341,"Rice, Onion, Flatbread with Meat, Soap, Egg, Minced Meat, Banana, Bread, Cucumber, Cookie",2025-01-27
16932,C31,"Detergent, Juice, Chocolate",2025-01-04
16933,C214,"Yogurt, Pizza, Sausage",2025-01-15
16934,C753,"Cookie, Pizza, Dumpling, Chocolate, Soap, Sausage, Honey, Lentil",2025-02-20
16935,C235,"Chocolate, Soap, Strawberry, Milk, Cheese, Flatbread with Meat, Cereal",2025-01-31
16936,C821,"Sausage, Rice, Water, Chickpeas, Strawberry, Soap, Cereal",2025-01-07
16937,C28,"Cookie, Butter, Orange, Bread, Rice, Chickpeas, Milk, Chocolate, Cereal",2025-04-16
16938,C502,"Chickpeas, Beans, Apple, Banana, Shampoo, Cola, Detergent",2025-02-27
16939,C702,"Onion, Juice, Orange, Sausage, Cracker, Cheese",2025-01-14
16940,C933,"Ice Cream, Bread, Chickpeas, Chicken, Cucumber",2025-04-15
16941,C608,"Banana, Cereal, Milk, Bread",2025-01-14
16942,C848,"Onion, Ice Cream, Fish",2025-04-02
16943,C433,"Water, Egg, Chips, Soda",2025-03-09
16944,C723,"Chips, Bread, Lentil, Juice",2025-04-19
16945,C997,"Lentil, Yogurt, Banana, Bread, Cola, Chickpeas, Cookie, Onion, Detergent, Ice Cream",2025-02-02
16946,C149,"Potato, Milk, Ice Cream, Chicken, Juice, Banana, Orange, Soap, Pizza",2025-01-27
16947,C409,"Onion, Fish, Dish Sponge, Juice, Strawberry, Potato, Honey, Butter, Ice Cream, Chips",2025-04-22
16948,C91,"Ice Cream, Cereal, Beans, Cookie, Cucumber, Potato, Dish Sponge",2025-02-26
16949,C633,"Soda, Sausage, Flatbread with Meat",2025-03-13
16950,C142,"Minced Meat, Soda, Butter, Strawberry, Banana, Cucumber, Soap, Tomato, Detergent, Sausage",2025-01-15
16951,C193,"Chicken, Chickpeas, Water, Egg, Dumpling, Fish, Yogurt, Minced Meat, Honey",2025-01-18
16952,C739,"Sausage, Chocolate, Onion, Chips, Fish, Soap",2025-02-26
16953,C839,"Honey, Orange, Cookie",2025-02-27
16954,C309,"Water, Butter, Cereal, Tomato, Yogurt, Cookie, Fish",2025-01-02
16955,C797,"Soap, Rice, Chocolate, Egg, Cola, Cereal, Water",2025-04-28
16956,C522,"Detergent, Bread, Chips, Fish",2025-02-17
16957,C726,"Water, Egg, Minced Meat",2025-04-30
16958,C381,"Lentil, Cookie, Cola, Banana, Tomato, Bread",2025-03-28
16959,C301,"Milk, Apple, Cola, Minced Meat, Cereal",2025-01-22
16960,C235,"Banana, Chicken, Beans, Water, Bread, Yogurt, Honey, Cracker",2025-03-08
16961,C281,"Soap, Orange, Juice, Apple, Chips, Bread, Cracker, Lentil, Potato, Tomato",2025-01-21
16962,C646,"Onion, Banana, Chocolate, Chickpeas, Butter, Soda, Juice, Beans, Fish",2025-03-06
16963,C61,"Juice, Banana, Dish Sponge",2025-02-25
16964,C402,"Potato, Yogurt, Sausage, Egg, Soda, Cheese, Rice",2025-03-02
16965,C190,"Strawberry, Cracker, Fish, Ice Cream, Cola, Dish Sponge, Pizza",2025-01-01
16966,C511,"Pizza, Dish Sponge, Shampoo",2025-02-02
16967,C688,"Banana, Onion, Cucumber",2025-04-03
16968,C540,"Cracker, Banana, Cola, Chocolate, Yogurt, Rice, Cookie, Juice, Minced Meat, Onion",2025-01-26
16969,C286,"Cucumber, Orange, Dish Sponge, Sausage, Chips, Apple, Ice Cream",2025-04-12
16970,C233,"Cheese, Dish Sponge, Yogurt, Chickpeas, Butter, Onion",2025-03-09
16971,C670,"Shampoo, Pizza, Milk, Chips, Dumpling, Cereal",2025-03-06
16972,C707,"Cucumber, Cereal, Soda, Honey, Dumpling, Apple, Pizza, Cheese, Minced Meat",2025-04-10
16973,C371,"Soda, Potato, Butter, Milk, Cereal",2025-02-19
16974,C53,"Cereal, Apple, Orange, Soda",2025-02-13
16975,C876,"Flatbread with Meat, Juice, Soda",2025-02-07
16976,C915,"Water, Soap, Dumpling, Banana, Pizza, Milk",2025-01-15
16977,C23,"Cucumber, Onion, Chocolate, Soap",2025-03-23
16978,C434,"Beans, Chicken, Dish Sponge, Egg, Milk, Chips, Shampoo, Rice, Orange, Apple",2025-01-31
16979,C970,"Bread, Honey, Soda",2025-02-17
16980,C268,"Cheese, Tomato, Lentil, Orange, Cookie, Detergent",2025-02-22
16981,C72,"Water, Bread, Egg, Ice Cream, Flatbread with Meat",2025-02-08
16982,C727,"Fish, Detergent, Strawberry, Pizza, Cracker, Cucumber",2025-03-09
16983,C956,"Honey, Potato, Cereal",2025-03-01
16984,C665,"Bread, Rice, Water, Beans, Juice, Chickpeas, Orange, Apple, Lentil, Sausage",2025-02-20
16985,C437,"Dumpling, Cucumber, Yogurt, Apple, Shampoo, Flatbread with Meat",2025-01-22
16986,C137,"Dish Sponge, Soda, Tomato, Sausage",2025-01-16
16987,C924,"Dumpling, Chickpeas, Banana, Dish Sponge, Strawberry, Potato, Ice Cream, Detergent, Cereal, Chips",2025-02-05
16988,C950,"Yogurt, Cheese, Dumpling, Chickpeas, Chicken",2025-01-26
16989,C530,"Juice, Shampoo, Milk, Yogurt, Cheese, Chocolate",2025-01-22
16990,C581,"Cracker, Sausage, Egg",2025-04-20
16991,C36,"Tomato, Potato, Juice, Detergent, Strawberry, Soap, Cereal, Orange",2025-01-04
16992,C857,"Cucumber, Cereal, Cola, Chocolate, Fish, Juice, Beans, Chicken, Soda",2025-03-31
16993,C228,"Dumpling, Chicken, Cracker, Lentil, Fish",2025-04-24
16994,C277,"Cracker, Dumpling, Chickpeas, Shampoo, Apple, Bread",2025-02-24
16995,C687,"Cucumber, Detergent, Tomato, Soap, Chicken",2025-03-16
16996,C115,"Detergent, Strawberry, Soap, Cheese, Dish Sponge",2025-04-06
16997,C448,"Fish, Minced Meat, Dumpling, Cereal, Butter, Pizza, Bread, Sausage, Cucumber, Yogurt",2025-02-22
16998,C691,"Ice Cream, Honey, Tomato, Sausage, Flatbread with Meat, Rice, Butter, Apple",2025-01-15
16999,C891,"Tomato, Potato, Chickpeas, Apple, Pizza, Cereal, Orange, Strawberry",2025-01-27
17000,C673,"Sausage, Cereal, Butter, Strawberry, Soap, Flatbread with Meat, Cookie",2025-03-26
17001,C271,"Dish Sponge, Detergent, Cheese, Orange, Banana, Fish, Milk, Honey, Chips, Cereal",2025-04-18
17002,C594,"Apple, Dish Sponge, Cheese, Ice Cream, Cracker, Lentil, Yogurt, Cucumber",2025-04-16
17003,C277,"Lentil, Honey, Juice, Milk, Chocolate, Cereal",2025-01-30
17004,C818,"Cookie, Chocolate, Cucumber, Bread, Detergent, Banana, Potato, Flatbread with Meat, Beans",2025-02-11
17005,C123,"Soap, Lentil, Butter, Banana, Cracker, Ice Cream, Soda, Milk, Cereal",2025-02-11
17006,C39,"Yogurt, Onion, Cucumber",2025-02-08
17007,C33,"Butter, Soda, Sausage, Strawberry, Cola, Dumpling, Detergent, Ice Cream, Tomato, Juice",2025-02-11
17008,C764,"Yogurt, Soda, Water, Flatbread with Meat, Shampoo, Sausage, Fish, Cheese, Banana, Lentil",2025-04-18
17009,C452,"Egg, Yogurt, Banana, Shampoo",2025-02-16
17010,C352,"Lentil, Ice Cream, Honey, Bread, Cola, Sausage",2025-01-18
17011,C280,"Beans, Milk, Ice Cream, Chocolate, Shampoo, Banana, Chickpeas, Onion, Detergent, Bread",2025-02-28
17012,C697,"Cookie, Butter, Banana, Soap, Chocolate, Orange, Soda",2025-04-02
17013,C857,"Strawberry, Rice, Detergent, Onion, Soda, Apple, Chocolate, Honey, Cookie, Cola",2025-02-23
17014,C664,"Cereal, Milk, Chicken, Rice, Chocolate, Pizza, Soda, Shampoo, Cola, Cheese",2025-03-26
17015,C519,"Chicken, Apple, Dumpling, Bread, Cereal, Chips",2025-04-27
17016,C298,"Butter, Cracker, Chips, Juice, Cola, Dish Sponge, Pizza",2025-01-11
17017,C790,"Strawberry, Shampoo, Fish, Egg, Soap, Chickpeas, Banana, Apple, Chips",2025-03-23
17018,C163,"Minced Meat, Cookie, Lentil",2025-01-25
17019,C709,"Banana, Ice Cream, Dish Sponge",2025-02-23
17020,C877,"Banana, Rice, Pizza, Cola",2025-01-14
17021,C797,"Tomato, Chips, Egg, Butter, Cheese, Milk, Chocolate, Detergent, Apple, Chicken, Cereal",2025-01-14
17022,C567,"Fish, Beans, Shampoo, Butter",2025-02-10
17023,C244,"Banana, Soap, Strawberry, Dumpling, Rice, Ice Cream, Sausage, Juice",2025-02-17
17024,C872,"Soda, Potato, Cereal, Chicken, Tomato, Orange, Beans",2025-03-30
17025,C429,"Strawberry, Dish Sponge, Shampoo",2025-04-06
17026,C978,"Butter, Cucumber, Banana, Apple, Cheese, Detergent, Chicken, Dish Sponge, Shampoo",2025-01-04
17027,C505,"Beans, Butter, Honey, Cheese, Yogurt, Pizza, Minced Meat, Cereal, Potato, Onion",2025-04-25
17028,C881,"Soda, Chocolate, Rice",2025-03-05
17029,C55,"Chocolate, Egg, Water, Potato",2025-01-15
17030,C683,"Bread, Strawberry, Cucumber, Dumpling, Chicken, Chocolate",2025-02-14
17031,C452,"Flatbread with Meat, Soap, Strawberry, Shampoo, Beans, Dish Sponge, Cereal, Egg",2025-03-30
17032,C269,"Cucumber, Chicken, Tomato, Minced Meat, Cookie, Flatbread with Meat, Chocolate, Dish Sponge",2025-04-26
17033,C193,"Butter, Cracker, Chickpeas, Banana, Pizza, Honey, Soda, Beans, Shampoo, Chicken",2025-04-23
17034,C775,"Banana, Lentil, Onion",2025-03-17
17035,C467,"Cereal, Cracker, Chips, Milk, Detergent",2025-03-14
17036,C188,"Dish Sponge, Dumpling, Chicken, Water, Onion, Honey, Yogurt",2025-02-12
17037,C556,"Banana, Bread, Dumpling, Apple, Minced Meat",2025-01-18
17038,C38,"Chickpeas, Milk, Yogurt",2025-03-28
17039,C15,"Ice Cream, Detergent, Dumpling, Chips, Fish, Tomato, Cola, Yogurt",2025-03-17
17040,C310,"Detergent, Milk, Water, Cheese, Butter, Soap, Orange, Chips, Onion, Beans",2025-02-28
17041,C869,"Detergent, Tomato, Banana, Butter",2025-01-22
17042,C607,"Sausage, Banana, Shampoo",2025-04-01
17043,C448,"Apple, Soda, Fish",2025-02-11
17044,C551,"Detergent, Rice, Egg, Shampoo",2025-03-06
17045,C167,"Sausage, Soda, Pizza, Cheese, Egg, Juice, Strawberry",2025-04-05
17046,C316,"Cucumber, Potato, Apple, Rice, Strawberry, Ice Cream",2025-02-02
17047,C447,"Butter, Cereal, Lentil, Ice Cream, Chips, Cheese, Pizza",2025-02-09
17048,C531,"Minced Meat, Bread, Fish, Beans, Cheese, Dumpling",2025-04-05
17049,C346,"Beans, Apple, Chocolate, Yogurt, Orange, Banana, Cheese, Butter",2025-02-07
17050,C25,"Butter, Bread, Soda, Honey, Pizza, Chips, Strawberry, Juice, Detergent",2025-04-16
17051,C898,"Dumpling, Rice, Potato, Apple, Ice Cream, Bread, Chocolate, Cheese, Fish",2025-02-16
17052,C228,"Flatbread with Meat, Detergent, Tomato, Milk, Cereal, Fish",2025-01-07
17053,C654,"Flatbread with Meat, Orange, Egg, Cucumber, Rice",2025-04-04
17054,C720,"Dumpling, Butter, Chickpeas, Chips",2025-04-13
17055,C703,"Flatbread with Meat, Sausage, Cheese, Cookie, Egg, Ice Cream, Pizza",2025-02-20
17056,C394,"Potato, Rice, Butter, Honey",2025-02-15
17057,C425,"Banana, Orange, Cereal, Cracker, Dish Sponge",2025-02-22
17058,C306,"Rice, Cracker, Cola, Cucumber, Dumpling, Cookie, Dish Sponge, Fish, Flatbread with Meat",2025-02-28
17059,C780,"Soap, Minced Meat, Dish Sponge, Fish, Cheese, Honey, Cucumber, Pizza",2025-02-04
17060,C178,"Dish Sponge, Chocolate, Strawberry, Juice, Dumpling",2025-03-07
17061,C671,"Banana, Lentil, Ice Cream",2025-02-27
17062,C710,"Fish, Minced Meat, Sausage, Milk, Yogurt, Onion, Butter",2025-03-05
17063,C771,"Shampoo, Sausage, Dumpling, Water, Apple",2025-04-07
17064,C500,"Shampoo, Ice Cream, Chickpeas, Butter, Juice, Apple",2025-04-20
17065,C362,"Rice, Banana, Chips, Milk, Chocolate",2025-01-16
17066,C733,"Cola, Fish, Soda",2025-03-07
17067,C498,"Cheese, Chicken, Rice, Fish",2025-04-15
17068,C245,"Cola, Ice Cream, Dumpling, Cheese, Beans, Milk, Orange, Banana, Chocolate, Bread",2025-02-03
17069,C103,"Cucumber, Cola, Flatbread with Meat",2025-01-09
17070,C547,"Apple, Cereal, Cookie",2025-01-30
17071,C901,"Cookie, Apple, Cola, Ice Cream, Orange, Cheese",2025-01-20
17072,C613,"Soap, Cola, Honey, Chicken, Chocolate, Soda, Sausage, Shampoo",2025-01-02
17073,C662,"Orange, Juice, Chickpeas",2025-01-13
17074,C720,"Honey, Rice, Cracker, Detergent",2025-01-01
17075,C761,"Apple, Cracker, Potato, Soap, Sausage, Juice, Pizza, Detergent, Milk",2025-01-31
17076,C236,"Strawberry, Cucumber, Egg, Cracker, Cereal, Dumpling, Shampoo, Cola, Rice",2025-01-27
17077,C224,"Soda, Cheese, Cookie, Bread, Chips, Dish Sponge, Cucumber, Chickpeas, Cereal",2025-04-12
17078,C240,"Dumpling, Chicken, Ice Cream, Orange, Strawberry, Potato, Water, Soda, Banana, Bread",2025-03-24
17079,C13,"Chickpeas, Chips, Banana, Fish, Detergent, Minced Meat, Cola, Chocolate, Dumpling, Ice Cream",2025-04-26
17080,C21,"Honey, Rice, Minced Meat",2025-03-14
17081,C420,"Chips, Sausage, Cereal",2025-03-10
17082,C101,"Soap, Cracker, Strawberry, Lentil, Cookie, Orange, Onion, Egg, Banana, Dish Sponge",2025-02-27
17083,C753,"Egg, Fish, Sausage, Yogurt",2025-03-20
17084,C477,"Bread, Rice, Tomato",2025-02-25
17085,C529,"Strawberry, Cheese, Egg, Orange",2025-01-13
17086,C74,"Cheese, Chips, Chicken, Dish Sponge",2025-04-26
17087,C470,"Bread, Dumpling, Detergent",2025-01-19
17088,C570,"Tomato, Bread, Minced Meat, Apple, Rice, Lentil",2025-03-06
17089,C142,"Banana, Water, Tomato, Beans, Ice Cream",2025-03-30
17090,C402,"Cracker, Potato, Detergent, Yogurt, Ice Cream, Apple, Sausage, Chickpeas, Minced Meat, Bread",2025-01-25
17091,C73,"Cheese, Chips, Bread",2025-04-29
17092,C517,"Beans, Banana, Potato, Pizza, Orange, Chips, Cola, Cucumber, Butter",2025-03-10
17093,C535,"Soap, Butter, Ice Cream, Orange, Onion",2025-01-12
17094,C814,"Juice, Flatbread with Meat, Rice, Egg, Ice Cream, Chocolate, Banana, Chicken, Honey",2025-03-31
17095,C210,"Milk, Dumpling, Fish, Cereal, Shampoo, Lentil, Strawberry, Potato, Ice Cream",2025-01-28
17096,C20,"Pizza, Minced Meat, Shampoo, Cheese, Cola, Butter, Sausage, Cucumber",2025-01-27
17097,C746,"Dumpling, Chickpeas, Chicken, Chips, Bread, Potato, Apple",2025-01-11
17098,C172,"Orange, Soda, Honey, Yogurt, Lentil, Tomato",2025-04-30
17099,C597,"Potato, Soap, Water",2025-04-14
17100,C34,"Pizza, Cereal, Orange, Potato, Chickpeas, Beans, Cracker, Onion",2025-02-28
17101,C304,"Chickpeas, Potato, Flatbread with Meat, Tomato, Sausage, Chips",2025-01-01
17102,C254,"Dish Sponge, Ice Cream, Egg, Lentil, Cracker",2025-01-19
17103,C314,"Honey, Cookie, Chickpeas, Banana, Shampoo, Minced Meat",2025-04-18
17104,C836,"Milk, Cucumber, Soap, Cookie",2025-03-18
17105,C820,"Pizza, Juice, Cracker, Cereal, Chicken, Shampoo, Water, Cookie, Beans",2025-01-14
17106,C290,"Bread, Potato, Tomato, Pizza, Chickpeas",2025-02-06
17107,C646,"Pizza, Cereal, Fish, Minced Meat, Juice",2025-04-25
17108,C565,"Dumpling, Chickpeas, Rice, Apple",2025-03-30
17109,C213,"Bread, Detergent, Cola, Cheese, Chickpeas, Fish, Water",2025-02-13
17110,C777,"Lentil, Honey, Potato, Detergent",2025-04-09
17111,C261,"Chicken, Strawberry, Honey, Lentil, Minced Meat, Beans, Dish Sponge, Cola",2025-02-07
17112,C34,"Cucumber, Detergent, Shampoo, Soap",2025-03-14
17113,C797,"Cracker, Dish Sponge, Flatbread with Meat, Juice, Onion, Water",2025-03-23
17114,C530,"Fish, Chickpeas, Soap, Milk, Onion, Cucumber, Flatbread with Meat",2025-01-30
17115,C381,"Chocolate, Lentil, Detergent",2025-02-17
17116,C94,"Beans, Cookie, Dumpling, Pizza, Juice, Cheese, Butter",2025-01-31
17117,C370,"Onion, Cookie, Juice, Bread",2025-02-06
17118,C21,"Chickpeas, Water, Bread, Chocolate, Ice Cream",2025-03-18
17119,C193,"Yogurt, Apple, Sausage, Lentil, Minced Meat, Onion, Soap, Cola, Water",2025-04-21
17120,C796,"Apple, Chickpeas, Egg, Shampoo, Honey, Banana, Soap, Chicken, Detergent, Potato",2025-03-26
17121,C975,"Lentil, Bread, Cucumber, Pizza, Banana, Minced Meat, Apple, Chicken",2025-01-25
17122,C335,"Dish Sponge, Soda, Apple, Lentil, Cookie",2025-02-20
17123,C955,"Bread, Chocolate, Cheese",2025-02-04
17124,C215,"Minced Meat, Cracker, Bread, Egg, Butter, Potato",2025-03-26
17125,C49,"Cheese, Minced Meat, Honey, Onion, Cola, Apple, Chocolate, Detergent, Potato, Chips",2025-03-07
17126,C368,"Chocolate, Rice, Butter, Cereal, Cheese, Tomato, Flatbread with Meat",2025-01-03
17127,C235,"Chips, Minced Meat, Water, Cracker, Sausage, Pizza, Potato, Detergent, Cookie",2025-04-22
17128,C573,"Flatbread with Meat, Pizza, Dish Sponge, Minced Meat, Lentil, Fish, Butter, Chickpeas, Cheese, Chocolate",2025-04-01
17129,C392,"Fish, Milk, Apple, Bread, Sausage",2025-04-23
17130,C827,"Cookie, Soap, Dish Sponge, Cheese, Pizza, Ice Cream, Chocolate, Sausage, Detergent",2025-01-01
17131,C923,"Cookie, Bread, Sausage",2025-02-27
17132,C53,"Cheese, Tomato, Ice Cream",2025-02-05
17133,C291,"Soda, Chocolate, Bread, Shampoo",2025-03-17
17134,C412,"Onion, Chickpeas, Detergent, Cracker, Minced Meat, Dish Sponge, Cheese, Cucumber",2025-03-09
17135,C502,"Egg, Pizza, Chickpeas, Tomato, Dumpling, Strawberry, Cucumber",2025-01-26
17136,C475,"Ice Cream, Onion, Orange, Cookie, Potato, Milk, Cereal",2025-03-21
17137,C391,"Cucumber, Milk, Water, Ice Cream, Bread, Fish, Cheese, Juice, Butter",2025-02-11
17138,C565,"Onion, Potato, Chickpeas",2025-01-30
17139,C680,"Chips, Chickpeas, Minced Meat",2025-03-04
17140,C374,"Onion, Sausage, Apple, Chickpeas, Cookie, Chocolate, Soap, Milk",2025-02-04
17141,C156,"Onion, Pizza, Tomato, Juice, Cracker, Rice, Honey, Chocolate, Bread",2025-03-30
17142,C177,"Beans, Water, Rice",2025-01-14
17143,C880,"Rice, Water, Shampoo, Cracker, Detergent, Bread",2025-03-27
17144,C234,"Detergent, Fish, Lentil, Soap, Cola",2025-04-08
17145,C995,"Chocolate, Juice, Cheese, Beans, Onion",2025-03-17
17146,C269,"Rice, Juice, Strawberry, Apple, Egg, Ice Cream, Soda, Cereal",2025-03-31
17147,C977,"Chocolate, Chicken, Milk, Dish Sponge, Yogurt, Potato, Honey, Onion, Chickpeas",2025-03-28
17148,C542,"Chicken, Beans, Potato, Ice Cream",2025-04-25
17149,C14,"Chickpeas, Banana, Honey, Bread, Potato, Juice, Dish Sponge",2025-02-10
17150,C240,"Milk, Potato, Strawberry, Bread, Lentil, Detergent, Butter, Chickpeas, Soap, Minced Meat, Cereal",2025-04-01
17151,C82,"Milk, Strawberry, Soap, Dish Sponge, Cereal",2025-04-26
17152,C169,"Cookie, Pizza, Chickpeas, Banana, Fish",2025-03-31
17153,C479,"Potato, Beans, Banana, Chickpeas",2025-04-05
17154,C413,"Shampoo, Honey, Dumpling, Butter, Cheese, Cereal, Chocolate, Orange, Banana, Rice",2025-03-12
17155,C171,"Onion, Ice Cream, Flatbread with Meat, Milk, Bread, Cola, Shampoo, Orange, Dish Sponge, Cereal",2025-04-25
17156,C267,"Onion, Honey, Milk, Pizza, Strawberry",2025-03-18
17157,C604,"Milk, Sausage, Ice Cream, Rice, Cereal",2025-02-24
17158,C303,"Fish, Chicken, Potato",2025-04-27
17159,C683,"Cola, Chips, Butter, Shampoo",2025-01-08
17160,C222,"Fish, Soda, Ice Cream",2025-04-03
17161,C628,"Yogurt, Soap, Soda, Juice, Banana, Potato",2025-03-21
17162,C166,"Fish, Water, Dish Sponge, Cracker, Dumpling, Ice Cream, Minced Meat, Beans, Onion",2025-01-20
17163,C187,"Chicken, Cola, Orange, Flatbread with Meat",2025-02-13
17164,C915,"Cheese, Soap, Strawberry, Chocolate, Flatbread with Meat, Cereal, Potato",2025-02-28
17165,C508,"Yogurt, Cereal, Beans, Fish, Honey",2025-01-01
17166,C578,"Apple, Chickpeas, Butter",2025-03-06
17167,C997,"Milk, Dish Sponge, Cheese, Chocolate, Chicken, Soda, Rice, Sausage, Ice Cream",2025-03-21
17168,C346,"Shampoo, Cheese, Minced Meat, Fish, Bread, Egg",2025-02-21
17169,C629,"Fish, Cucumber, Lentil, Onion, Water, Chips, Rice, Beans",2025-02-18
17170,C995,"Cola, Soap, Dish Sponge, Banana, Shampoo, Minced Meat, Bread, Yogurt",2025-04-28
17171,C311,"Chicken, Apple, Butter, Pizza",2025-01-15
17172,C8,"Cucumber, Cereal, Pizza, Onion, Tomato, Orange",2025-02-26
17173,C372,"Ice Cream, Orange, Soap, Egg, Honey, Cracker, Juice, Cookie",2025-04-02
17174,C865,"Juice, Sausage, Shampoo, Cereal",2025-02-07
17175,C381,"Chocolate, Strawberry, Soap, Water",2025-04-13
17176,C135,"Butter, Cookie, Cola, Soap",2025-01-26
17177,C488,"Orange, Sausage, Cracker, Cucumber, Flatbread with Meat, Egg, Fish, Apple",2025-01-30
17178,C567,"Egg, Lentil, Potato, Flatbread with Meat, Shampoo, Chips, Cheese, Juice",2025-03-22
17179,C179,"Juice, Orange, Soda, Chips, Bread, Cookie",2025-04-07
17180,C497,"Dish Sponge, Chicken, Rice, Shampoo, Minced Meat, Soap",2025-03-04
17181,C47,"Cheese, Minced Meat, Sausage, Chips",2025-04-29
17182,C439,"Beans, Soda, Minced Meat, Fish, Cheese, Dish Sponge, Chips",2025-03-11
17183,C500,"Onion, Soap, Chips, Cracker, Ice Cream, Tomato, Shampoo, Cookie, Cereal",2025-01-25
17184,C137,"Water, Dumpling, Fish, Bread, Tomato",2025-01-09
17185,C920,"Detergent, Rice, Cola, Onion, Fish, Flatbread with Meat, Beans",2025-01-28
17186,C891,"Cola, Flatbread with Meat, Strawberry, Rice, Dumpling, Orange, Water, Milk, Cereal",2025-01-12
17187,C78,"Flatbread with Meat, Chocolate, Juice, Honey, Cola, Sausage, Rice, Strawberry, Bread, Butter",2025-03-10
17188,C828,"Bread, Chicken, Yogurt",2025-01-12
17189,C82,"Rice, Chips, Bread, Yogurt, Chicken, Juice, Flatbread with Meat, Potato",2025-01-12
17190,C34,"Onion, Chocolate, Banana, Sausage, Chickpeas, Cheese, Juice, Soap, Minced Meat, Water",2025-03-24
17191,C670,"Cereal, Soda, Cola, Banana, Beans, Potato, Chickpeas, Yogurt, Orange",2025-01-08
17192,C661,"Butter, Honey, Orange",2025-01-11
17193,C240,"Onion, Lentil, Potato",2025-01-22
17194,C837,"Cereal, Cola, Dumpling, Banana, Bread, Water, Detergent, Dish Sponge, Flatbread with Meat",2025-04-05
17195,C534,"Apple, Flatbread with Meat, Lentil, Chickpeas, Shampoo, Egg, Cookie, Bread, Cheese",2025-03-04
17196,C294,"Banana, Chocolate, Onion",2025-04-11
17197,C599,"Flatbread with Meat, Onion, Honey, Potato, Cheese, Cracker",2025-01-25
17198,C811,"Cereal, Detergent, Shampoo",2025-03-16
17199,C703,"Honey, Beans, Rice, Soap, Chocolate, Apple, Milk, Chicken, Orange, Tomato",2025-04-18
17200,C816,"Lentil, Onion, Chicken, Shampoo, Bread",2025-02-28
17201,C416,"Honey, Onion, Lentil, Chickpeas, Shampoo",2025-03-01
17202,C721,"Apple, Orange, Lentil, Cookie, Yogurt, Flatbread with Meat, Cereal, Sausage",2025-03-15
17203,C369,"Chips, Soap, Pizza, Dumpling, Water",2025-01-13
17204,C289,"Beans, Soda, Chips, Milk, Orange, Onion, Honey, Ice Cream, Apple, Cereal",2025-04-26
17205,C387,"Dish Sponge, Banana, Flatbread with Meat, Chocolate",2025-03-22
17206,C990,"Lentil, Cookie, Detergent, Juice, Egg",2025-03-03
17207,C522,"Strawberry, Beans, Cola, Soda, Cereal, Sausage, Pizza",2025-04-25
17208,C342,"Minced Meat, Chickpeas, Ice Cream, Cereal, Detergent, Potato, Cracker",2025-03-10
17209,C750,"Apple, Juice, Orange, Cracker, Chickpeas, Fish",2025-02-03
17210,C220,"Chips, Honey, Water, Yogurt, Dish Sponge",2025-01-15
17211,C216,"Cola, Chicken, Potato",2025-02-15
